language_code,language_name,form_uid,form_id,form_part,question_number,source_row_index,source_id
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,12,31,sw02012_A_25
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,13,32,sw02012_B_40
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,14,33,sw02012_B_50
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,15,34,sw02012_A_61
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,16,35,sw02012_A_63
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,17,36,sw02012_A_65
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,18,37,sw02012_A_71
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,19,38,sw02012_A_87
HI,Hindi,HI_T2,1YqCMESz9LY2Id1dZKW0sXVsuZ4YE1vV_w4WRiYIl1kc,2,20,39,sw02012_B_98
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,1,40,sw02012_A_99
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,2,41,sw02012_A_101
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,3,42,sw02015_B_18
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,4,43,sw02015_B_20
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,5,44,sw02015_B_22
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,6,45,sw02015_B_30
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,7,46,sw02018_B_61
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,8,47,sw02018_A_86
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,9,48,sw02020_A_3
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,10,49,sw02020_B_20
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,11,50,sw02020_B_24
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,12,51,sw02020_B_32
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,13,52,sw02020_B_34
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,14,53,sw02020_B_64
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,15,54,sw02020_B_104
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,16,55,sw02020_B_110
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,17,56,sw02020_B_118
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,18,57,sw02020_B_120
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,19,58,sw02022_B_12
HI,Hindi,HI_T3,1Eoa6mZfs4pLT-NTzHztxLQGrojd0lXyAAtk635sBg7c,3,20,59,sw02022_B_18
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,1,60,sw02022_A_21
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,2,61,sw02022_A_39
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,3,62,sw02022_A_45
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,4,63,sw02022_B_52
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,5,64,sw02022_B_54
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,6,65,sw02024_B_4
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,7,66,sw02024_B_8
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,8,67,sw02024_A_15
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,9,68,sw02024_B_18
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,10,69,sw02024_A_35
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,11,70,sw02027_A_7
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,12,71,sw02027_B_16
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,13,72,sw02027_A_31
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,14,73,sw02027_A_65
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,15,74,sw02027_A_79
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,16,75,sw02028_A_125
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,17,76,sw02028_A_147
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,18,77,sw02032_A_39
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,19,78,sw02032_A_77
HI,Hindi,HI_T4,1xNYZ8zEwDtEeztClpXm-nPd9hu6FOXxj_Sml1TtTeIw,4,20,79,sw02032_A_135
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,1,0,sw02005_B_2
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,2,1,sw02005_B_4
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,3,2,sw02005_B_8
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,4,3,sw02005_B_14
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,5,4,sw02005_A_19
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,6,5,sw02005_A_29
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,7,6,sw02005_A_37
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,8,7,sw02005_A_47
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,9,8,sw02005_A_55
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,10,9,sw02005_A_65
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,11,10,sw02005_A_81
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,12,11,sw02005_A_93
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,13,12,sw02005_A_99
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,14,13,sw02005_A_111
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,15,14,sw02005_A_121
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,16,15,sw02005_A_127
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,17,16,sw02005_A_147
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,18,17,sw02005_A_149
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,19,18,sw02005_A_155
FR,French,FR_T1,1IFfGvoyJWKe_T4U6KTRXNcTvyZ05c5Ipj6GqqLJyoa0,1,20,19,sw02008_B_2
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,1,20,sw02008_B_6
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,2,21,sw02008_B_18
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,3,22,sw02008_A_19
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,4,23,sw02008_B_48
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,5,24,sw02008_B_62
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,6,25,sw02008_A_75
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,7,26,sw02010_B_22
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,8,27,sw02010_A_23
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,9,28,sw02010_B_38
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,10,29,sw02010_B_50
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,11,30,sw02012_A_15
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,12,31,sw02012_A_25
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,13,32,sw02012_B_40
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,14,33,sw02012_B_50
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,15,34,sw02012_A_61
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,16,35,sw02012_A_63
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,17,36,sw02012_A_65
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,18,37,sw02012_A_71
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,19,38,sw02012_A_87
FR,French,FR_T2,1bnLixZqwN3Z68JUsho6QPsB2VX5msQ6jZTxCxo7gBeY,2,20,39,sw02012_B_98
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,1,40,sw02012_A_99
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,2,41,sw02012_A_101
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,3,42,sw02015_B_18
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,4,43,sw02015_B_20
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,5,44,sw02015_B_22
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,6,45,sw02015_B_30
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,7,46,sw02018_B_61
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,8,47,sw02018_A_86
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,9,48,sw02020_A_3
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,10,49,sw02020_B_20
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,11,50,sw02020_B_24
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,12,51,sw02020_B_32
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,13,52,sw02020_B_34
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,14,53,sw02020_B_64
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,15,54,sw02020_B_104
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,16,55,sw02020_B_110
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,17,56,sw02020_B_118
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,18,57,sw02020_B_120
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,19,58,sw02022_B_12
FR,French,FR_T3,1pqSdzJCzd1uUo4YCKBgPMuWBLmRx1tBVFYm9_yxVZI0,3,20,59,sw02022_B_18
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,1,60,sw02022_A_21
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,2,61,sw02022_A_39
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,3,62,sw02022_A_45
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,4,63,sw02022_B_52
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,5,64,sw02022_B_54
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,6,65,sw02024_B_4
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,7,66,sw02024_B_8
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,8,67,sw02024_A_15
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,9,68,sw02024_B_18
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,10,69,sw02024_A_35
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,11,70,sw02027_A_7
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,12,71,sw02027_B_16
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,13,72,sw02027_A_31
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,14,73,sw02027_A_65
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,15,74,sw02027_A_79
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,16,75,sw02028_A_125
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,17,76,sw02028_A_147
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,18,77,sw02032_A_39
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,19,78,sw02032_A_77
FR,French,FR_T4,1tthWXhxSTok7cYOiR_p1IlRUWupDmHE02osq0o0Hw0k,4,20,79,sw02032_A_135
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,1,0,sw02005_B_2
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,2,1,sw02005_B_4
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,3,2,sw02005_B_8
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,4,3,sw02005_B_14
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,5,4,sw02005_A_19
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,6,5,sw02005_A_29
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,7,6,sw02005_A_37
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,8,7,sw02005_A_47
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,9,8,sw02005_A_55
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,10,9,sw02005_A_65
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,11,10,sw02005_A_81
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,12,11,sw02005_A_93
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,13,12,sw02005_A_99
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,14,13,sw02005_A_111
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,15,14,sw02005_A_121
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,16,15,sw02005_A_127
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,17,16,sw02005_A_147
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,18,17,sw02005_A_149
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,19,18,sw02005_A_155
DE,German,DE_T1,1L8KPM2MNo3YLwna72gP9uxIDJKdTad8OwHaOji1Umoc,1,20,19,sw02008_B_2
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,1,20,sw02008_B_6
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,2,21,sw02008_B_18
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,3,22,sw02008_A_19
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,4,23,sw02008_B_48
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,5,24,sw02008_B_62
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,6,25,sw02008_A_75
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,7,26,sw02010_B_22
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,8,27,sw02010_A_23
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,9,28,sw02010_B_38
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,10,29,sw02010_B_50
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,11,30,sw02012_A_15
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,12,31,sw02012_A_25
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,13,32,sw02012_B_40
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,14,33,sw02012_B_50
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,15,34,sw02012_A_61
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,16,35,sw02012_A_63
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,17,36,sw02012_A_65
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,18,37,sw02012_A_71
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,19,38,sw02012_A_87
DE,German,DE_T2,1T94zlmRnmW6UMEkHoF6fMlXzuiQ5UjE0YFLW6M54Qdw,2,20,39,sw02012_B_98
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,1,40,sw02012_A_99
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,2,41,sw02012_A_101
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,3,42,sw02015_B_18
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,4,43,sw02015_B_20
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,5,44,sw02015_B_22
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,6,45,sw02015_B_30
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,7,46,sw02018_B_61
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,8,47,sw02018_A_86
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,9,48,sw02020_A_3
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,10,49,sw02020_B_20
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,11,50,sw02020_B_24
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,12,51,sw02020_B_32
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,13,52,sw02020_B_34
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,14,53,sw02020_B_64
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,15,54,sw02020_B_104
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,16,55,sw02020_B_110
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,17,56,sw02020_B_118
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,18,57,sw02020_B_120
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,19,58,sw02022_B_12
DE,German,DE_T3,17vbfNJUOSwyA2UJq0GM58fY_sr5da7E9DyOtb3DwEOI,3,20,59,sw02022_B_18
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,1,60,sw02022_A_21
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,2,61,sw02022_A_39
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,3,62,sw02022_A_45
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,4,63,sw02022_B_52
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,5,64,sw02022_B_54
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,6,65,sw02024_B_4
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,7,66,sw02024_B_8
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,8,67,sw02024_A_15
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,9,68,sw02024_B_18
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,10,69,sw02024_A_35
